# RaceRender Data: [TrackAddict 4.3.7; Android 9; samsung SM-N960U / Qualcomm Technologies, Inc SDM845] (Mode: 1),,,,,,,,,,,,,,,
# Exported by TrackAddict 4.3.7 on Android 9,,,,,,,,,,,,,,,,
# http://HPTuners.com,,,,,,,,,,,,,,,,
# Fixed Rate Interpolated Export (20.000 Hz),,,,,,,,,,,,,,,,
# Lap 0: 00:04:05.978,,,,,,,,,,,,,,,,
# Lap 1: 00:00:40.710,,,,,,,,,,,,,,,,
# Lap 2: 00:01:17.535,,,,,,,,,,,,,,,,
Time,UTC Time,Lap,Latitude,Longitude,Altitude (m),Altitude (ft),Speed (MPH),Heading,Accuracy (m),Accel X,Accel Y,Accel Z,Brake (calculated),Barometric Pressure (PSI),Pressure Altitude (ft),
178.1,1566744434,0,36.5779367,-79.3309533,159.6,524,1,55.5,2.7,-0.27,0.49,-0.96,1,14.549,277,
178.15,1566744434,0,36.5779367,-79.3309532,159.6,524,1,55.9,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.2,1566744434,0,36.577937,-79.3309529,159.6,524,1,55.6,2.5,-0.27,0.49,-0.94,1,14.549,277,
178.25,1566744434,0,36.5779374,-79.3309525,159.6,524,1,55.3,2.5,-0.27,0.49,-0.94,1,14.549,277,
178.3,1566744434,0,36.5779377,-79.3309522,159.6,524,1,55,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.35,1566744434,0,36.577938,-79.3309519,159.6,524,1,54.7,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.4,1566744434,0,36.57794,-79.33095,159.8,524,0.7,54.8,2.5,-0.27,0.49,-0.96,1,14.549,277,
178.45,1566744434,0,36.57794,-79.33095,159.8,524,0.7,53.5,2.5,-0.27,0.49,-0.96,1,14.549,277,
178.5,1566744435,0,36.57794,-79.33095,159.8,524,0.7,52.3,2.5,-0.27,0.49,-0.96,1,14.549,277,
178.55,1566744435,0,36.57794,-79.33095,159.8,524,0.6,51,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.6,1566744435,0,36.57794,-79.33095,159.8,524,0.6,49.7,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.65,1566744435,0,36.57794,-79.33095,159.8,524,0.6,48.5,2.5,-0.27,0.49,-0.95,1,14.549,278,
178.7,1566744435,0,36.57794,-79.3309496,159.8,524,0.6,48.9,2.5,-0.27,0.49,-0.95,1,14.549,278,
178.75,1566744435,0,36.57794,-79.3309493,159.8,524,0.5,49.3,2.5,-0.27,0.49,-0.95,1,14.549,278,
178.8,1566744435,0,36.57794,-79.330949,159.8,524,0.5,49.7,2.5,-0.27,0.49,-0.95,1,14.549,277,
178.85,1566744435,0,36.57794,-79.3309486,159.8,524,0.5,50.1,2.5,-0.28,0.49,-0.95,1,14.549,277,
178.9,1566744435,0,36.5779412,-79.3309471,159.8,524,0.4,54.9,2.7,-0.3,0.47,-0.94,1,14.549,277,
178.95,1566744435,0,36.5779416,-79.3309463,159.8,524,0.3,57,2.7,-0.3,0.48,-0.95,1,14.549,278,
179,1566744435,0,36.5779416,-79.330946,159.8,524,0.3,58.1,2.7,-0.29,0.48,-0.95,1,14.549,278,
179.05,1566744435,0,36.5779416,-79.3309456,159.8,524,0.3,59.3,2.7,-0.29,0.48,-0.95,1,14.549,278,
179.1,1566744435,0,36.5779416,-79.3309453,159.8,524,0.3,60.4,2.7,-0.28,0.48,-0.94,1,14.549,278,
179.15,1566744435,0,36.5779416,-79.330945,159.8,524,0.2,65.5,2.7,-0.29,0.48,-0.94,1,14.549,278,
179.2,1566744435,0,36.5779416,-79.3309447,159.8,524,0.2,65.9,2.7,-0.29,0.48,-0.94,1,14.549,278,
179.25,1566744435,0,36.5779416,-79.3309443,159.8,524,0.2,65.5,2.7,-0.29,0.48,-0.95,1,14.549,278,
179.3,1566744435,0,36.5779416,-79.330944,159.8,524,0.1,65.2,2.7,-0.29,0.48,-0.95,1,14.549,278,
179.35,1566744435,0,36.5779416,-79.3309437,159.8,524,0.1,64.9,2.7,-0.29,0.48,-0.95,1,14.549,278,
179.4,1566744435,0,36.5779416,-79.3309433,159.8,524,0.1,64.6,2.7,-0.29,0.48,-0.95,1,14.549,277,
179.45,1566744435,0,36.577942,-79.3309433,159.8,524,0.1,77,2.7,-0.29,0.48,-0.95,1,14.549,277,
179.5,1566744436,0,36.5779423,-79.3309433,159.8,524,0.1,81.7,2.7,-0.29,0.48,-0.95,1,14.549,277,
179.55,1566744436,0,36.5779427,-79.3309433,159.8,524,0.1,86.3,2.7,-0.29,0.48,-0.95,1,14.549,277,
179.6,1566744436,0,36.577943,-79.3309433,159.8,524,0.1,91,2.7,-0.29,0.48,-0.94,1,14.549,277,
179.65,1566744436,0,36.5779433,-79.3309416,159.8,524,0.1,101.8,2.7,-0.29,0.48,-0.95,1,14.549,277,
179.7,1566744436,0,36.5779433,-79.3309416,160,525,0,138.1,2.5,-0.29,0.48,-0.95,1,14.549,277,
179.75,1566744436,0,36.5779433,-79.3309416,160,525,0,140.5,2.5,-0.29,0.48,-0.95,1,14.549,277,
179.8,1566744436,0,36.5779433,-79.3309416,160,525,0,143,2.5,-0.29,0.48,-0.95,1,14.549,277,
179.85,1566744436,0,36.5779433,-79.3309416,160,525,0,145.4,2.5,-0.29,0.48,-0.95,1,14.549,277,
179.9,1566744436,0,36.5779433,-79.3309416,160,525,0.1,159.1,2.5,-0.29,0.48,-0.95,1,14.549,277,
179.95,1566744436,0,36.5779433,-79.3309416,160,525,0.1,156.3,2.5,-0.29,0.48,-0.96,1,14.549,277,
180,1566744436,0,36.5779433,-79.3309416,160,525,0.1,153.5,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.05,1566744436,0,36.5779433,-79.3309416,160,525,0.1,150.7,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.1,1566744436,0,36.5779433,-79.3309416,160,525,0.1,147.9,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.15,1566744436,0,36.5779433,-79.3309416,160,525,0.1,151.3,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.2,1566744436,0,36.5779433,-79.3309416,160,525,0.1,175.1,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.25,1566744436,0,36.5779433,-79.3309416,160,525,0.1,177.7,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.3,1566744436,0,36.5779433,-79.3309416,160,525,0.1,180.2,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.35,1566744436,0,36.5779433,-79.3309416,160,525,0.1,182.8,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.4,1566744436,0,36.5779433,-79.3309416,160,525,0.1,184.9,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.45,1566744436,0,36.5779433,-79.3309416,160,525,0.1,183.7,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.5,1566744437,0,36.5779433,-79.3309416,160,525,0.1,182.5,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.55,1566744437,0,36.5779433,-79.3309416,160,525,0.1,181.2,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.6,1566744437,0,36.5779433,-79.3309416,160,525,0.1,180,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.65,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.5,-0.29,0.48,-0.96,1,14.549,277,
180.7,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.75,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.8,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.85,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.5,-0.29,0.48,-0.95,1,14.549,277,
180.9,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.96,1,14.549,277,
180.95,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.96,1,14.549,277,
181,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.05,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.1,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.96,1,14.549,276,
181.15,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.96,1,14.549,276,
181.2,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.96,1,14.549,276,
181.25,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.3,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.35,1566744437,0,36.5779433,-79.3309416,160,525,0.1,195,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.4,1566744437,0,36.5779433,-79.3309416,160,525,0.1,42.2,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.45,1566744437,0,36.5779433,-79.3309416,160,525,0.1,62.9,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.5,1566744438,0,36.5779433,-79.3309416,160,525,0.1,62.9,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.55,1566744438,0,36.5779433,-79.3309416,160,525,0.1,62.9,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.6,1566744438,0,36.5779433,-79.3309416,160,525,0.1,62.9,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.65,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.7,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.75,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.8,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.85,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63,2.5,-0.29,0.48,-0.95,1,14.549,277,
181.9,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
181.95,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.05,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.1,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.15,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.2,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.1,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.25,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.2,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.3,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.2,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.35,1566744438,0,36.5779433,-79.3309416,160,525,0.1,63.2,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.4,1566744438,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.45,1566744438,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.95,1,14.549,277,
182.5,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.96,1,14.549,276,
182.55,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.96,1,14.549,276,
182.6,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.96,1,14.549,276,
182.65,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.7,-0.29,0.48,-0.96,1,14.549,276,
182.7,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.4,2.7,-0.29,0.48,-0.96,1,14.549,277,
182.75,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.4,2.7,-0.29,0.48,-0.96,1,14.549,277,
182.8,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.7,-0.29,0.48,-0.96,1,14.549,277,
182.85,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.7,-0.29,0.48,-0.96,1,14.549,277,
182.9,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.8,-0.29,0.48,-0.96,1,14.549,277,
182.95,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.8,-0.29,0.48,-0.95,1,14.549,277,
183,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.8,-0.29,0.48,-0.95,1,14.549,277,
183.05,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.6,2.8,-0.29,0.48,-0.96,1,14.549,277,
183.1,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.6,2.8,-0.29,0.48,-0.96,1,14.549,277,
183.15,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
183.2,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.9,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.25,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.9,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.3,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.9,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.35,1566744439,0,36.5779416,-79.3309416,160,525,0.1,63.9,2.6,-0.29,0.48,-0.96,1,14.549,277,
183.4,1566744439,0,36.5779416,-79.3309416,160,525,0.1,64,2.6,-0.29,0.48,-0.96,1,14.549,277,
183.45,1566744439,0,36.5779416,-79.3309416,160,525,0.1,64.1,2.6,-0.29,0.48,-0.96,1,14.549,277,
183.5,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.1,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.55,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.1,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.6,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.1,2.6,-0.29,0.48,-0.95,1,14.549,277,
183.65,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.2,2.6,-0.29,0.48,-0.95,1,14.549,278,
183.7,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.3,2.8,-0.29,0.48,-0.95,1,14.549,277,
183.75,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.3,2.8,-0.29,0.48,-0.95,1,14.549,277,
183.8,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.3,2.8,-0.29,0.48,-0.95,1,14.549,277,
183.85,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.4,2.8,-0.29,0.48,-0.97,1,14.549,277,
183.9,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.4,2.8,-0.29,0.48,-0.97,1,14.549,277,
183.95,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.8,-0.29,0.48,-0.96,1,14.549,277,
184,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.05,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.8,-0.29,0.48,-0.95,1,14.549,277,
184.1,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.15,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.6,2.6,-0.29,0.48,-0.96,1,14.549,277,
184.2,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.7,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.25,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.7,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.3,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.35,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.4,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.45,1566744440,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.5,1566744441,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.55,1566744441,0,36.5779416,-79.3309416,160,525,0.1,64.8,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.6,1566744441,0,36.5779416,-79.3309416,160,525,0.1,64.9,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.65,1566744441,0,36.5779416,-79.3309416,160,525,0.1,64.9,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.7,1566744441,0,36.5779416,-79.3309416,160,525,0.1,65,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.75,1566744441,0,36.5779416,-79.3309416,160,525,0.1,65,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.8,1566744441,0,36.5779416,-79.3309416,160,525,0.1,65,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.85,1566744441,0,36.5779416,-79.3309416,160,525,0.1,65,2.8,-0.29,0.48,-0.97,1,14.549,277,
184.9,1566744441,0,36.5779416,-79.3309416,160,525,0,65.2,2.8,-0.29,0.48,-0.96,1,14.549,277,
184.95,1566744441,0,36.5779416,-79.3309416,160,525,0,65.2,3.4,-0.29,0.48,-0.96,1,14.549,277,
185,1566744441,0,36.5779416,-79.3309416,160,525,0,65.2,3.4,-0.29,0.48,-0.96,1,14.549,277,
185.05,1566744441,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.96,1,14.549,277,
185.1,1566744441,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.96,1,14.549,277,
185.15,1566744441,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.95,1,14.549,277,
185.2,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.95,1,14.549,277,
185.25,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.95,1,14.549,277,
185.3,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
185.35,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
185.4,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.96,1,14.549,277,
185.45,1566744441,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.96,1,14.549,277,
185.5,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.55,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.6,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.65,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.7,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.75,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.8,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.85,1566744442,0,36.5779416,-79.3309416,160,525,0,65.5,2.9,-0.29,0.48,-0.95,1,14.549,277,
185.9,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.95,1,14.549,277,
185.95,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.95,1,14.549,277,
186,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.97,1,14.549,277,
186.05,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.97,1,14.549,277,
186.1,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.97,1,14.549,277,
186.15,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
186.2,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.28,0.48,-0.95,1,14.549,277,
186.25,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
186.3,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
186.35,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.29,0.48,-0.96,1,14.549,277,
186.4,1566744442,0,36.5779416,-79.3309416,160,525,0,65.4,3.4,-0.28,0.49,-0.95,1,14.549,277,
186.45,1566744442,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.49,-0.95,1,14.549,277,
186.5,1566744443,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.95,1,14.549,277,
186.55,1566744443,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.96,1,14.549,277,
186.6,1566744443,0,36.5779416,-79.3309416,160,525,0,65.3,3.4,-0.29,0.48,-0.97,1,14.549,276,
186.65,1566744443,0,36.5779416,-79.3309416,160,525,0,65.3,2.9,-0.29,0.49,-0.96,1,14.549,276,
186.7,1566744443,0,36.5779416,-79.3309416,160,525,0,65.2,2.9,-0.29,0.48,-0.96,1,14.549,276,
186.75,1566744443,0,36.5779416,-79.3309416,160,525,0,65.2,2.9,-0.28,0.48,-0.95,1,14.549,277,
186.8,1566744443,0,36.5779416,-79.3309416,160,525,0,65.2,2.9,-0.28,0.48,-0.96,1,14.549,277,
186.85,1566744443,0,36.5779416,-79.3309416,160,525,0,65.2,2.9,-0.28,0.48,-0.96,1,14.549,277,
186.9,1566744443,0,36.5779416,-79.3309416,160,525,0,65.1,2.9,-0.29,0.48,-0.96,1,14.549,277,
186.95,1566744443,0,36.5779416,-79.3309416,160,525,0,65.1,2.9,-0.29,0.48,-0.97,1,14.549,277,
187,1566744443,0,36.5779416,-79.3309416,160,525,0,65.1,2.9,-0.29,0.48,-0.97,1,14.549,277,
187.05,1566744443,0,36.5779416,-79.3309416,160,525,0,65.1,2.9,-0.29,0.48,-0.97,1,14.549,277,
187.1,1566744443,0,36.5779416,-79.3309416,160,525,0,65.1,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.15,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.6,2.9,-0.29,0.48,-0.97,1,14.549,277,
187.2,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.9,-0.28,0.48,-0.96,1,14.549,277,
187.25,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.5,2.9,-0.28,0.48,-0.96,1,14.549,277,
187.3,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.4,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.35,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.4,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.4,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.4,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.45,1566744443,0,36.5779416,-79.3309416,160,525,0.1,64.1,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.5,1566744444,0,36.5779416,-79.3309416,160,525,0.1,64,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.55,1566744444,0,36.5779416,-79.3309416,160,525,0.1,64,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.6,1566744444,0,36.5779416,-79.3309416,160,525,0.1,64,2.9,-0.29,0.47,-0.97,1,14.549,277,
187.65,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.7,2.9,-0.29,0.47,-0.97,1,14.549,277,
187.7,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.6,2.9,-0.29,0.49,-0.97,1,14.549,277,
187.75,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.6,2.9,-0.29,0.49,-0.97,1,14.549,277,
187.8,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.9,-0.29,0.48,-0.98,1,14.549,277,
187.85,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.5,2.9,-0.29,0.48,-0.97,1,14.549,277,
187.9,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.3,2.9,-0.29,0.48,-0.96,1,14.549,277,
187.95,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.2,2.9,-0.29,0.48,-0.96,1,14.549,277,
188,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.2,2.9,-0.29,0.48,-0.96,1,14.549,277,
188.05,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.1,2.9,-0.28,0.48,-0.95,1,14.549,277,
188.1,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63.1,2.9,-0.29,0.48,-0.95,1,14.549,277,
188.15,1566744444,0,36.5779416,-79.3309416,160,525,0.1,63,3.4,-0.29,0.48,-0.95,1,14.549,277,
188.2,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.7,3.4,-0.29,0.48,-0.96,1,14.549,277,
188.25,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.6,3.4,-0.29,0.48,-0.95,1,14.549,277,
188.3,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.6,3.4,-0.29,0.48,-0.95,1,14.549,277,
188.35,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.6,3.4,-0.29,0.48,-0.95,1,14.549,277,
188.4,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.5,2.9,-0.29,0.48,-0.95,1,14.549,277,
188.45,1566744444,0,36.5779416,-79.3309416,160,525,0.1,62.5,2.9,-0.28,0.48,-0.94,1,14.549,277,
188.5,1566744445,0,36.5779416,-79.3309416,160,525,0.1,62.4,2.9,-0.28,0.48,-0.94,1,14.549,277,
188.55,1566744445,0,36.5779416,-79.3309416,160,525,0.1,62.4,2.9,-0.28,0.48,-0.94,1,14.549,278,
188.6,1566744445,0,36.5779416,-79.3309416,160,525,0.1,62.4,2.9,-0.29,0.48,-0.94,1,14.549,278,
188.65,1566744445,0,36.5779416,-79.3309416,160,525,0.1,62,2.9,-0.29,0.48,-0.94,1,14.549,278,
188.7,1566744445,0,36.577942,-79.3309416,160,525,0.1,61.8,2.9,-0.29,0.48,-0.94,1,14.549,278,
188.75,1566744445,0,36.5779423,-79.3309416,160,525,0.1,61.8,2.9,-0.28,0.48,-0.94,1,14.549,278,
188.8,1566744445,0,36.5779427,-79.3309416,160,525,0.1,61.7,2.9,-0.29,0.48,-0.94,1,14.549,277,
188.85,1566744445,0,36.577943,-79.3309416,160,525,0.1,61.7,2.9,-0.29,0.48,-0.94,1,14.549,277,
188.9,1566744445,0,36.5779433,-79.3309416,160,525,0.1,61.4,2.9,-0.29,0.48,-0.94,1,14.549,277,
188.95,1566744445,0,36.5779433,-79.3309416,160,525,0.1,61.2,2.9,-0.29,0.48,-0.92,1,14.549,277,
